nbhd_code,PM25_1998,PM25_1999,PM25_2000,PM25_2001,PM25_2002,PM25_2003,PM25_2004,PM25_2005,PM25_2006,PM25_2007,PM25_2008,PM25_2009,PM25_2010,PM25_2011,PM25_2012,PM25_2013,PM25_2014,PM25_2015,PMTREND
delhi_009,73.32289594,73.27673314,79.65911275,92.44290568,85.41901203,98.11643585,95.29268029,91.61791821,94.99245962,99.92628843,116.1896465,104.4472106,105.4041885,97.00398002,76.92910423,87.60723714,88.14219767,100.1821603,9.2049939
delhi_005,75.71563474,74.30503341,79.32178174,92.26280624,86.78271715,97,96.06922049,91.30405345,93.65496659,100.2741203,113.8038307,102.6400891,104.9716704,96.84650334,77.96917595,87.5023608,88.28899777,99.69461024,8.460972554
delhi_008,67.63654528,69.75339794,73.81760529,86.79646346,81.99192077,95.50061996,89.85188081,89.00237717,90.36282291,96.9300511,111.0821981,99.15311046,100.817858,91.05986369,72.80557727,81.64420594,83.37864177,96.91536949,9.165219001
delhi_006,75.59817143,74.0128,79.17668571,91.72182857,86.98285714,96.71817143,96.18491429,91,93.27565714,100.6482286,113.1328,101.7862857,105,96.70285714,77.8256,87.60731429,88.27565714,99.27565714,8.466773993
delhi_004,76.00520724,74.44634967,80.41310751,92.93235851,86.03276878,96.98553545,96.87713023,90.80338733,94.75115716,101.5255102,117.3120661,103.6713655,105,97.67289081,78.92978119,88.80875237,89.35609089,100.5977803,9.060565622
delhi_003,75.63746919,74.806957,78.63774308,92.5096138,87.31755683,95.92095316,96.58586689,89.96932347,93.52182964,102.2408107,116.1101068,102.3933169,105.037524,97.84606957,78.21276363,88.91180498,88.9061627,100.4800876,9.131694974
delhi_002,75.05785452,74.75841024,77.89322219,91.55914459,87.61074725,95.34821872,96.53135854,90.86990176,93.04133175,101.3897489,113.1159075,101.3551652,104.971172,97.07229334,77.05760643,88.13912871,88.37421852,99.41475638,8.706959507
delhi_007,70.54451939,72.59884767,74.49769533,88.59092187,84.68704328,94.65868465,91.02065767,89.65660483,91.36312535,98.40036537,111.0017426,97.66489601,102.1553682,92.16301293,73.89314221,83.86377178,86.03617201,98.27580101,8.845504922
bangalore_184,19,19.00113459,18,18.05928237,19.00907673,20.00907673,20.02311729,22.98879592,22,21.08353425,24,22.00794214,21,23,23,26,28,23.00850943,4.296920314
bangalore_059,19,19,18,18.16172662,19.00460432,20.01266187,20.27971223,23,22,21.00460432,24,22.19597122,21,23,23,26,28,23,4.279430696
bangalore_096,19,19,18,18.60040027,19.13542362,20.17378252,20.99199466,23,22,21.29352902,24,22.07671781,21,23,23,26,28,23,4.165917973
bangalore_077,19,19.38972586,18,18.49567795,19.50456903,20.00493949,21,22.4922203,22,21.9145468,24,22,21,23,23,26,27.94319585,23.46554705,4.186027662
bangalore_016,19,19.02128918,18,18,19.289178,20.01182732,21,22.39503253,22,22,24,22,21,23,23,26,28,23.23536369,4.291138846
bangalore_093,19,19.38855422,18,18,19.42168675,20.07756024,21,22,22,22,24,22,21,23,23,26,28,23.90135542,4.346301614
bangalore_153,19,20,18,18.57205667,20,20.02344895,21,22,22,22,24,22,21,23,23,26,27.99609184,24,4.153607963
bangalore_072,19,20,18,18.79716373,20,20,21,22.24129781,22,22,24,22,21,23,23,26,27.95315857,24,4.115631415
bangalore_012,19,20,18,18.83296214,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.095329375
bangalore_040,19,19.87761852,18,18,19.60088203,20,21,22,22,22,24,22,21,23,23,26,28,23.99117971,4.275313096
bangalore_053,19,19.16788732,18,18,19.01802817,20,20.83605634,22.5515493,22,21.34084507,24,22,21,23,23,26,28,23.19943662,4.284992515
bangalore_190,19,20,18,18.10529801,19.76357616,20,20.91059603,22.7602649,22,21.46622517,24,22,21,23,23,26,28,24,4.206418852
bangalore_001,19,20,18,18.35869565,20,20,21,22.75543478,22,22,24,22,21,23,23,26,28,24,4.156739355
bangalore_191,19,20,18,18.32347505,20,20,21,22.77264325,22,22,24,22,21,23,23,26,28,24,4.160204796
bangalore_020,19,20,18,18.5965865,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.122162523
bangalore_028,19,20,18,18,20,20,21,23,22,21.87527115,24,22,21,23,23,26,28,24,4.188599289
bangalore_138,19,20,18,18,20,20,21,23,22,21.65914221,24,22,21,23,23,26,28,24,4.186368857
bangalore_060,19,19.7091922,18,18,19.90640669,20,20.85571031,22.96880223,22,21.03342618,24,22,20.96657382,23,23,26,28,24,4.239617559
bangalore_044,19,19.42798613,18,18,19.01638828,20,20.17554365,22.62842736,22,21.01260637,24,22,21,23,23,26,28,23.27734006,4.286863783
bangalore_126,19,19.76820388,18,18,19.04368932,20,20.38592233,22.61286408,22,21,24,22,21,23,23,26,28,23.92718447,4.335166873
bangalore_019,19,19.6891627,18,18,19.4700364,20,20.64995799,22.98837861,21.79935592,21.65513862,24,22,20.4675161,23,23,26,28,23.80103612,4.23078757
bangalore_171,19,19.09304207,18,18,19.2026699,20,21,22.6407767,21,22,24,22,20,23,23,26,28,24,4.353539832
bangalore_123,19,19.96112311,18,18,19.82829374,20,21,22.48056156,21,22,24,22,20,23,23,26,28,24,4.166014706
bangalore_076,19,20,18,18,20,20,21,22.96076294,21.0626703,22,24,22,20,23,23,26,28,24,4.128534994
bangalore_003,19,20,18,18,20,20,21,23,21.91208418,21.94602851,24,22,20,23,23,26,28,24,4.117997362
bangalore_109,19,20,18,18,20,20,21,23,22,21.0920354,24,22,20.76106195,23,23,26,28,24,4.163255615
bangalore_089,19,20,18,18,20,20,21,23,22,21.05073996,24,22,21,23,23,26,28,24,4.180090196
bangalore_045,19,20,18,18,20,20,21,23,22,21.23027719,24,22,20.34754797,23,23,26,28,24,4.134810247
bangalore_165,19,20,18,18,20,20,21,23,21.19097889,22,24,22,20,23,23,26,28,24,4.12599609
bangalore_166,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_183,19,20,18,18,20,20,21,23,21.48969072,22,24,22,20,23,23,26,28,24,4.122913408
bangalore_139,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_002,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_047,19,20,18,18,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.117647059
bangalore_110,19,20,18,18,20,20,21,23,21.74872319,22,24,22,20,23,23,26,28,24,4.120240215
bangalore_116,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_176,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_119,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_058,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_081,19,20,18,18,20,20,21,23,21.0591133,22,24,22,20,23,23,26,28,24,4.127356932
bangalore_071,19,20,18,18,20,20,21,22.01398601,21,22,24,22,20,23,23,26,28,24,4.158493725
bangalore_024,19,20,18,18,19.94926004,20,21,22.01691332,21,22,24,22,20,23,23,26,28,24,4.163115786
bangalore_018,19,19.88163183,17.90233119,18,19.66860932,20.04722669,21,22.06732315,21,22,23.89368971,22,20,23,23,26,28,24,4.21234516
bangalore_022,19,20,18,18,19.97515528,20,21,22,21,22,24,22,20,23,23,26,28,24,4.161234288
bangalore_006,19,20,17.98588235,18,19.78705882,20,21,22,21,22,23.98588235,22,20,23,23,26,28,24,4.180161477
bangalore_025,19,20,18,18,20,20,21,22.17391304,21,22,24,22,20,23,23,26,28,24,4.153542424
bangalore_088,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_078,19,20,18,18,20,20,21,22.21267894,21,22,24,22,20,23,23,26,28,24,4.152342241
bangalore_143,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_162,19,20,18,18,20,20,21,22.65555556,21,22,24,22,20,23,23,26,28,24,4.138630891
bangalore_160,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_147,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_084,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_108,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_056,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_005,19,20,18,18.00251256,20,20,21,22,21,21.81626884,24,22,20,23,23,26,28,24,4.156745415
bangalore_186,19,20,18,18.21982759,20,20,21,22.14583333,21,22,24,22,20,23,23,26.01149425,28,24,4.130999193
bangalore_197,19,20,18,18,20,20,21,22,21,22,24,22,20,23,23,26,28,24,4.158926729
bangalore_112,19,20,18,18,20,20,21,22.06708595,21,22,24,22,20,23,23,26,28,24,4.156849764
bangalore_013,19,20,18,18,20,20,21,22.28415301,21,22,24,22,20,23,23,26,28,24,4.150129422
bangalore_100,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_050,19,20,18,18.4088785,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.08155146
bangalore_142,19,20,18,18.54587156,20,20,21,22.7087156,21,22,24,22,20,23,23,26,28,24,4.075018225
bangalore_195,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_015,19,20,18,18.15120275,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.110802577
bangalore_187,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.014447884
bangalore_178,19,20,18,18.44262295,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.077720821
bangalore_063,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.014447884
bangalore_087,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_192,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_027,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_070,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_170,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_177,19,20,18,18,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.127966976
bangalore_158,19,20,18,18.14627887,20,20,21,23,21.76218991,22,24,22,20,23,23,26,28,24,4.103495795
bangalore_041,19,20,18,18,20,20,21,23,21.0660066,22,24,22,20,23,23,26,28,24,4.127285794
bangalore_031,19,20,18,18.27586207,20,20,21,23,21.8226601,22,24,22,20,23,23,26,28,24,4.08816158
bangalore_092,19,20,18,18.77674419,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.039791681
bangalore_030,19,20,18,18.74489796,20,20,21,23,21,22,24,22,20,23,23,26.04081633,28,24,4.048882711
bangalore_029,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26,28,24,4.014447884
bangalore_023,19,20,18,19,20,20,21.04102564,23,21.71282051,22,24,22,20.12307692,23,23,26.1025641,28,24,4.027625625
bangalore_035,19,20,18,19,20,20,21,23,21.66502463,22,24,22,20,23,23,26,28,24,4.007584885
bangalore_174,19,20,18,19,20,20,21,23,22,22,24,22,20.31306991,23,23,26.69908815,28,24,4.120532872
bangalore_140,19,20,18,19,20,20,21,23,22,22,24,22,20.69849246,23,23,26.26130653,28,24,4.089643262
bangalore_049,19,20,18,18.77066116,20,20,21,23,22,22,24,22,20.12396694,23,23,26.30371901,28,24,4.07986422
bangalore_185,19,20,18,18.99032648,20,20,21,23,22,22,24,22,20.06771463,23,23,26,28,24,4.010117762
bangalore_037,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_054,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.97660819,28,24,4.207388096
bangalore_036,19,20,18,19,20,20,21,23,22,22,24,22,20.80748663,23,23,26.21390374,28,24,4.091157431
bangalore_095,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.31081081,28,24,4.118065434
bangalore_122,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.83146067,28,24,4.18791526
bangalore_007,19,20,18,19,20,20,21,23,22,22,24,22,20.96326953,23,23,26.23435075,28,24,4.105154246
bangalore_151,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_086,19,20,18,18.79459459,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.027445403
bangalore_052,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_085,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_039,19,20,18,19,20,20,21,23,22,22,24,22,20.39541547,23,23,26,28,24,4.032692552
bangalore_154,19,20,18,19,20,20,21,23,22,22,24,22,20.543379,23,23,26,28,24,4.043381352
bangalore_156,19,20,18,19,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.004127967
bangalore_146,19,20,18,18.45695364,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.065774097
bangalore_168,19,20,18,18,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.117647059
bangalore_021,19,20,18,18,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.117647059
bangalore_061,19,20,18,18,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.117647059
bangalore_075,19,20,18,18,20,20,21,23,22,22,24,22,20.31194296,23,23,26,28,24,4.140181638
bangalore_161,19,20,18,18.06282723,20,20,21,23,22,22,24,22,20.37068063,23,23,26,28,24,4.137292723
bangalore_091,19,20,18,18,20,20,21,23,22,22,24,22,20.15584416,23,23,26,28,24,4.128905151
bangalore_129,19,20,18,18.8672,20,20,21,23,22,22,24,22,20.656,23,23,26,28,24,4.066592363
bangalore_099,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_094,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_118,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_064,19,20,18,19,20,20,21,22.91162029,22,22,24,22,21,23,23,26,28,24,4.079103603
bangalore_097,19,20,18,19,20,20,21,23,22,22,24,22,20.58469945,23,23,26,28,24,4.046366317
bangalore_157,19,20,18,19,20,20,21,23,22,22,24,22,20.14141414,23,23,26,28,24,4.014343643
bangalore_113,19,20,18,19,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.004127967
bangalore_132,19,20,18,19,20,20,21,23,22,22,24,22,20,23,23,26,28,24,4.004127967
bangalore_102,19,20,18,19,20,20,21,23,22,22,24,22,20.14354067,23,23,26,28,24,4.014497262
bangalore_135,19,20,18,19,20,20,21,22.96336996,22,22,24,22,20.65750916,23,23,26,28,24,4.052760106
bangalore_193,19,20,18,19,20,20,21,23,22,22,24,22,20.77402597,23,23,26,28,24,4.060043156
bangalore_180,19,20,18,19,20,20,21,22.00900901,22,22,24,22,21,23,23,26,28,24,4.107048225
bangalore_026,19,20,18,19,20,20,21,22.2295858,22,22,24,22,21,23,23,26.16646943,27.87140039,24,4.102645522
bangalore_107,19,20,18,19,20,20,21,22.3003992,22,22,24,22,21,23,23,26.76946108,28,24,4.201256929
bangalore_051,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.48376068,28,24,4.141268203
bangalore_065,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.28616352,28,24,4.11475878
bangalore_124,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26,28,24,4.076367389
bangalore_159,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.93364929,28,24,4.201624776
bangalore_148,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.89019608,28,24,4.19579514
bangalore_130,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_043,19,20,18,19,20,20,21,22.32943294,22,22,24,22,21,23,23,27,28,24,4.231286906
bangalore_188,19,20,18.08627898,19,20,20,21,22,22,22,24,22,21,23,23,26.95781072,27.98631699,24,4.222132791
bangalore_196,19,20,18,19,20,20,21,22,22,22,24,22,21,23,23,26.62568093,27.62568093,24,4.133323695
bangalore_082,19,19.96124274,18,19,20,20,21,22,22,22,24,22,21,23,23,26,27.11941001,24,3.977012477
bangalore_105,19,20,18,19,20,20,21,22,22,22,24,22,21,23,23,26,27,24,3.95252838
bangalore_034,19,20,18.0137457,19,20,20,21,22,22,22,24,22,21,23,23,26.03141875,27,24,3.954899377
bangalore_009,19,20,18.40023024,19,20,20,21.00920952,22.09785111,22,22,24,22,21,23,23,26.72563315,27.56369916,24,4.079939363
bangalore_114,19,20,18.65349544,19,20,20,21.45592705,22.41945289,22,22,24,22,21,23,23,27,28,24,4.117302016
bangalore_083,19,20,18.30735294,19,20,20.18455882,21.37720588,22.84191176,22,22,24,22,21,23,23,27,28,24,4.141390458
bangalore_167,19,20,18.96846089,19,20.06055509,20.22455845,21.96846089,22.64297729,22,22,24,22,21,23,23,27,28,24,4.01983351
bangalore_121,19,20,19,19,20,20.87319885,22,23,22,22,24,22,21,23,23,27,28,24,3.961688422
bangalore_011,19,20,19,19,20,21,22,22.60306644,22,22,24,22,21,23,23,27,28,24,3.964817344
bangalore_067,19,20,18,18.9766511,20,20,21.20560374,22.35130087,21,21.76317545,24,22,20.70353569,23,23,26.25136758,28,24,4.108675133
bangalore_106,19,20,18,19,20,20,21.34396887,22.56342412,21,21.24124514,24,22,20.61011673,23,23,27,28,24,4.180618633
bangalore_042,19,20,18.24068685,19,20,20.89231665,22,22.42927823,22,22,24,22,20.98719441,23,23,27,28,24,4.078920336
bangalore_181,19,20,18,19,20,20,21.6974359,22.85213675,21.02393162,21.6957265,24,22,20.05811966,23,23,27,28,24,4.118008697
bangalore_068,19,20,18,19,20,20.18266405,22,22.85357493,21.87708129,22,24,22,20.95494613,23,23,27,28,24,4.148278312
bangalore_090,19,20,18,19,20,20,21.72354949,23,21.45547626,22,24,22,20.8730996,23,23,27,28,24,4.169643689
bangalore_111,19,20,18,19,20,20.0723127,21.81302932,23,22,22,24,22,21,23,23,27,28,24,4.163350511
bangalore_066,19,20,18,19,20,20.52259332,22,23,22,22,24,22,21,23,23,27,28,24,4.121174889
bangalore_149,19,20,18,19,20,20,22,23,22,22,24,22,21,23,23,27,28,24,4.158926729
bangalore_144,19,20,18.16008174,19,20,20.15735695,22,23,22,22,24,22,21,23,23,27,28,24,4.126082959
bangalore_033,19,20,18.90934844,19,20,20.71010387,22,22.84230406,22,22,24,22,21,23,23,27,28,24,3.990514252
bangalore_179,19,20,19,19,20,20.96412556,22,23,22,22,24,22,21,23,23,27,28,24,3.955119929
bangalore_115,19,20,18,19,20,20.19268293,22,23,22,22,24,22,21,23,23,27,28,24,4.145007425
bangalore_117,19,20,18,19,20,20.22137405,21.60559796,23,22,22,24,22,21,23,23,27,28,24,4.163285778
bangalore_136,19,20,18,19,20,20.94475138,21.96685083,23,22,22,24,22,21,23,23,27,28,24,4.092388918
bangalore_120,19,20,18,19,20,20.21052632,21.43724696,23,22,22,24,22,21,23,23,27,28,24,4.172756253
bangalore_125,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_069,19,20,18.291939,19,20,20.00580973,21.61292665,23,22,22,24,22,21,23,23,27,28,24,4.139313639
bangalore_079,19,20,18,19,20,20.00743494,21,23,22,22,24,22,21,23,23,27,28,24,4.20998922
bangalore_198,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_133,19,20,18,19,20,20,21.3081761,23,22,22,24,22,21,23,23,27,28,24,4.194624556
bangalore_175,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_145,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.91608392,28,24,4.199268225
bangalore_173,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,26.65827338,28,24,4.164680639
bangalore_150,19,20,18,19,20,20,21.16438356,23,22,22,24,22,21,23,23,27,28,24,4.202044192
bangalore_169,19,20,18,19,20,20,21.07582938,23,22,22,24,22,21,23,23,27,28,24,4.206613551
bangalore_017,19,20,18,19,20,20,21.14883721,23,22,22,24,22,21,23,23,27,28,24,4.202846377
bangalore_004,19,20,18,19,20,20,21.52606635,23,22,22,24,22,21,23,23,27,28,24,4.183381509
bangalore_163,19,20,18,19,20,20.21857923,21.32786885,23,22,22,24,22,21,23,23,27,28,24,4.177818381
bangalore_164,19,20,18,19,20,20.13745704,21.95876289,23,22,22,24,22,21,23,23,27,28,24,4.151124729
bangalore_194,19,20,18,19,20,20,21.15209125,23,22,22,24,22,21,23,23,27,28,24,4.20267847
bangalore_103,19,20,18,19,20,20,21.87443946,23,22,22,24,22,21,23,23,27,28,24,4.165405601
bangalore_098,19,20,18,19,20,20,21,23,22,22,24,22,21,23,23,27,28,24,4.210526316
bangalore_057,19,20,18,19,20,20,21.06153846,23,22,22,24,22,21,23,23,27,28,24,4.207350957
bangalore_127,19,20,18,19,20,20,21.21390374,23,22,22,24,22,21,23,23,27,28,24,4.199488971
bangalore_131,19,20,18,19,20,20,22,23,22,22,24,22,21,23,23,27,28,24,4.158926729
bangalore_128,19,20,18,19,20,20,21.98095238,23,22,22,24,22,21,23,23,27,28,24,4.159909578
bangalore_134,19,20,18,19,20,20,21.49033816,23,22,22,24,22,20.98067633,23,23,27,28,24,4.183829138
bangalore_008,19,20,18,19,20,20,21.61064426,23,22,22,24,22,20.61064426,23,23,27,28,24,4.15089049
bangalore_189,19,20,18,19,20,20,21.01980198,23,22,22,24,22,20.98019802,23,23,27,28,24,4.208074058
bangalore_073,19,20,18,19,20,20,21.16438356,23,22,22,24,22,20.83561644,23,23,27,28,24,4.190169219
bangalore_062,19,20,18,19,20,20,21.36754967,23,22,22,24,22,20.55298013,23,23,27,28,24,4.159268447
bangalore_141,19,20,18,19,20,20,21.66666667,23,22,22,24,22,20.33333333,23,23,27,28,24,4.127966976
bangalore_155,19,20,18,19,20,20,21.46666667,23,21.46666667,22,24,22,20,23,23,26.46666667,28,24,4.048159615
bangalore_046,19,20,18,19,20,20,21.39256198,23,22,22,24,22,21,23,23,27,28,24,4.19027028
bangalore_104,19,20,18,19,20,20,21,23,22,22,24,22,20.71717172,23,23,26.71717172,28,24,4.152151026
bangalore_080,19,20,18,19,20,20,21.59748428,23,21.59748428,22,24,22,20,23,23,27,28,24,4.11161088
bangalore_010,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26.84,28,24,4.127141383
bangalore_014,19,20,18,19,20,20,21,23,22,22,24,22,20.23391813,23,23,27,28,24,4.155185004
bangalore_048,19,20,18,19,20,20,21,23,21.27852349,22,24,22,20,23,23,27,28,24,4.145732472
bangalore_172,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26.73459716,28,24,4.113000651
bangalore_038,19,20,18,19,20,20,21,23,21.13211009,22,24,22,20.21100917,23,23,27,28,24,4.162486626
bangalore_055,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26.75333333,28,24,4.115514275
bangalore_101,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26.03921569,28,24,4.019709019
bangalore_032,19,20,18,19,20,20,21,23,21,22,24,22,20,23,23,26.42198582,28,24,4.071061049
bangalore_074,19,20,18,19,20,20,21,23,21,22,24,22,20.3700565,23,23,27,28,24,4.175339479
bangalore_152,19,20,18,19,20,20,21,22.88851802,21.01201602,22,24,22,20.66522029,23,23,26.70794393,28,24,4.160807462
bangalore_182,19,20,18,18.98671096,20,20,21,22.56893688,21,22,24,22,20.04651163,23,23,26.1038206,28,24,4.046590485
bangalore_137,19,20,18,19,20,20,21.03752345,23,21.70168856,22,24,22,20.63414634,23,23,27,28,24,4.185239614
copenhagen_007,10.15554415,10.47099589,8.662217659,11.66221766,11.99948665,11.66221766,8.298767967,10.83701232,12.66221766,8.944301848,7.35600616,8.530544148,9.944301848,11.17530801,7.544917864,8.016940452,13.40272074,9.971765914,-0.467206714
copenhagen_006,11.52089503,11.89371504,9.902928595,13.05396512,13.30371833,13.04047384,9.387298453,11.77492596,13.8887792,9.896676538,8.223757815,9.520895031,10.96446199,12.2579796,8.667653833,8.888779204,14.7798618,11.09674235,-0.652973335
copenhagen_005,11.74490041,12.04799616,10.1012719,13.16798656,13.46028318,13.17566595,9.338852892,12.07079434,14.03839693,10.13174946,8.167986561,9.643868491,11.13174946,12.21454284,9.000239981,9.065034797,15.07463403,11.13942885,-0.658604897
copenhagen_008,8.825567503,9.667463162,8.016328156,10.91636798,10.69733174,10.66746316,7.477499004,10.09557945,12.01632816,8.197132616,6.617283951,7.834328953,9.197132616,10.0876145,6.891278375,7.442851454,12.38351254,9.201911589,-0.338929762
copenhagen_003,8.06281407,9.049413735,7.44639866,10.26298157,10.04941374,10.04941374,6.926298157,9.64321608,11.04941374,7.64321608,6.44639866,7.633165829,8.64321608,9.44639866,6.64321608,6.726130653,12.04941374,8.843383585,-0.161445341
copenhagen_002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN
copenhagen_001,8.201680672,9,7.201680672,10.20168067,10.20168067,10.20168067,7,10,11.20168067,8,6.201680672,7.201680672,8.201680672,9.201680672,7,7,12,9,-0.163644404
copenhagen_009,15.1712204,14.23375835,12.49241044,14.49241044,15.48755313,15.1712204,10.49241044,13.37644202,15.79477838,11.49241044,9.292046145,10.79477838,12.79477838,13.98057073,9.794778385,10.18093503,17.98057073,12.79477838,-1.147183831
copenhagen_004,12.62934465,12.83205094,10.91032104,13.71079862,14.21782966,13.90076943,9.832316264,12.64420271,14.56513664,10.72539135,8.752984877,10.19342001,11.75298488,12.81639692,9.346511011,9.346511011,16,11.88272751,-0.77260285
copenhagen_010,11.55427388,11.85595978,10.11742088,12.53978113,13.00488021,12.82357291,8.93847974,11.60337178,13.54214729,9.820023662,8.009760426,9.390860692,10.91895889,11.7534753,8.390860692,8.439662822,14.98136646,11.1191955,-0.668732787
berlin_012,22.57719885,19.20247379,17.9758334,17.09796612,21.74767904,24.35461479,16.64554232,19.38278059,20.70752992,13.70577313,12.74146599,14.25077842,20.17409375,15.81585112,13.9910018,12.56163053,17.81220899,15.06204473,-3.867104804
berlin_004,21.28224371,18.46112186,16.96870406,16.34030948,20.61512573,23.4911412,16.01791103,18.61117988,19.71048356,13.10297872,12.04309478,13.58355899,18.99733075,15.27690522,13.47067698,11.97675048,16.83311412,14.53756286,-3.648351111
berlin_011,21.79496079,18.80433607,17.24163887,16.76548274,21.00324529,23.94239611,16.55476427,18.96912467,19.97543496,13.57234292,12.70841972,13.97863518,19.44906698,15.84490219,13.8763184,12.69354548,16.75601731,15.09623186,-3.626970476
berlin_006,22.04230524,18.85137292,17.49744572,17.00223499,21.19737122,24.0109089,16.71466582,19.16815666,20.43795232,13.70173478,12.74648787,14.13362069,19.74499787,15.78735632,14.03703704,12.74159217,17.13532354,15.22812899,-3.647915082
berlin_010,22.04010364,18.93734681,17.24713462,16.908658,21.182684,23.99967319,16.53404608,19.06508088,19.74019001,13.45234483,12.77926656,14.03496814,19.31515675,15.82049067,13.76096548,12.43635472,16.37612923,15.22453839,-3.819810756
berlin_003,21.18495916,18.269019,16.75626319,16.35014224,20.34495733,23.24800404,16.00445077,18.34477379,19.59557676,13.11117739,12.04363586,13.42337341,18.72717262,15.28154538,13.39070386,12.04037809,16.5351014,14.56024594,-3.591320378
